id,clinic_id,poster_id,"type","starts_at","ends_at","created_at","updated_at"
641,161,4,"Ext","2018-12-19",NULL,"2018-09-19 14:09:39","2019-07-02 10:30:30"
642,161,4,"Ext","2018-12-19",NULL,"2018-09-20 14:09:39","2019-07-02 10:30:35"
643,161,4,"Ext","2018-12-19",NULL,"2018-09-21 14:09:39","2019-07-02 10:30:33"
644,162,5,"Office","2015-06-08",NULL,"2018-09-22 14:09:39","2019-06-25 11:55:50"
645,162,5,"Office Int","2015-06-08",NULL,"2018-09-23 14:09:39","2019-06-25 11:55:51"
646,162,5,"Ext","2015-06-08",NULL,"2018-09-24 14:09:39","2019-06-25 11:55:51"
647,162,5,"Office","2015-06-08",NULL,"2018-09-25 14:09:39","2019-06-25 11:55:51"
648,162,5,"Ext","2015-06-08",NULL,"2018-09-26 14:09:39","2019-06-25 11:55:51"
649,162,5,"Office","2015-06-08",NULL,"2018-09-27 14:09:39","2019-06-25 11:55:51"
650,162,5,"Office","2015-06-08",NULL,"2018-09-28 14:09:39","2019-06-25 11:55:51"
651,163,8,"Ext","2015-08-31",NULL,"2018-09-29 14:09:39","2019-06-25 11:55:51"
652,163,8,"Ext","2015-08-31",NULL,"2018-09-30 14:09:39","2019-06-25 11:55:51"
653,163,10,"Office Int","2015-08-31",NULL,"2018-10-01 14:09:39","2019-06-25 11:55:51"
654,163,10,"Office","2015-08-31",NULL,"2018-10-02 14:09:39","2019-06-25 11:55:51"
655,163,10,"Office","2015-08-31",NULL,"2018-10-03 14:09:39","2019-06-25 11:55:51"
656,163,10,"Office","2015-08-31",NULL,"2018-10-04 14:09:39","2019-06-25 11:55:51"
657,164,9,"Ext","2017-12-01",NULL,"2018-10-05 14:09:39","2019-06-25 11:55:51"
658,164,9,"Ext","2017-12-01",NULL,"2018-10-06 14:09:39","2019-06-25 11:55:51"
659,164,9,"Ext","2017-12-01",NULL,"2018-10-07 14:09:39","2019-06-25 11:55:51"
660,164,9,"Ext","2017-12-01",NULL,"2018-10-08 14:09:39","2019-06-25 11:55:51"
661,165,4,"Ext","2018-12-12",NULL,"2018-10-09 14:09:39","2019-07-02 10:43:07"
662,165,4,"Ext","2018-12-12",NULL,"2018-10-10 14:09:39","2019-07-02 10:43:09"
663,165,4,"Ext","2018-12-12",NULL,"2018-10-11 14:09:39","2019-07-02 10:43:09"
665,166,4,"Ext","2018-12-13",NULL,"2018-10-13 14:09:39","2019-07-02 10:54:32"
666,166,4,"Ext","2018-12-13",NULL,"2018-10-14 14:09:39","2019-07-02 10:54:29"
667,166,4,"Ext","2018-12-13",NULL,"2018-10-15 14:09:39","2019-07-02 10:54:33"
668,166,4,"Int","2018-12-13",NULL,"2018-10-16 14:09:39","2019-11-14 12:32:06"
669,167,8,"Office","2015-07-09",NULL,"2018-10-17 14:09:39","2019-06-25 11:55:51"
670,167,8,"Office Int","2015-07-09",NULL,"2018-10-18 14:09:39","2019-06-25 11:55:51"
671,167,8,"Ext","2015-07-09",NULL,"2018-10-19 14:09:39","2019-06-25 11:55:51"
672,167,8,"Ext","2015-07-09",NULL,"2018-10-20 14:09:39","2019-06-25 11:55:51"
673,167,8,"Office","2015-07-09",NULL,"2018-10-21 14:09:39","2019-06-25 11:55:51"
674,168,4,"Ext","2018-12-14",NULL,"2018-10-22 14:09:39","2019-07-02 11:00:16"
676,168,4,"Ext","2018-12-14",NULL,"2018-10-24 14:09:39","2019-07-02 11:00:18"
677,168,4,"Ext","2018-12-14",NULL,"2018-10-25 14:09:39","2019-07-02 11:00:20"
678,169,4,"Ext","2018-12-21",NULL,"2018-10-26 14:09:39","2019-07-02 11:28:06"
679,169,4,"Ext","2018-12-21",NULL,"2018-10-27 14:09:39","2019-07-02 11:28:05"
680,169,4,"Ext","2018-12-21",NULL,"2018-10-28 14:09:39","2019-07-02 11:28:07"
681,170,4,"Ext","2018-12-20",NULL,"2018-10-29 14:09:39","2019-07-02 11:05:10"
682,170,4,"Ext","2018-12-20",NULL,"2018-10-30 14:09:39","2019-07-02 11:05:11"
683,171,4,"Ext","2018-12-21",NULL,"2018-10-31 14:09:39","2019-07-02 11:31:04"
684,171,4,"Ext","2018-12-21",NULL,"2018-11-01 14:09:39","2019-07-02 11:31:02"
685,171,9,"Ext","2018-12-21",NULL,"2018-11-02 14:09:39","2019-07-02 11:31:06"
686,172,4,"Ext","2018-12-20",NULL,"2018-11-03 14:09:39","2019-07-02 11:24:04"
687,172,4,"Ext","2018-12-20",NULL,"2018-11-04 14:09:39","2019-07-02 11:24:04"
688,172,4,"Ext","2018-12-20",NULL,"2018-11-05 14:09:39","2019-07-02 11:24:04"
689,172,4,"Ext","2018-12-20",NULL,"2018-11-06 14:09:39","2019-07-02 11:24:06"
690,173,7,"Ext","2019-01-08",NULL,"2018-11-07 14:09:39","2019-07-02 11:34:49"
691,173,4,"Ext","2019-01-08",NULL,"2018-11-08 14:09:39","2019-07-02 11:34:51"
692,173,4,"Ext","2019-01-08",NULL,"2018-11-09 14:09:39","2019-07-02 11:34:53"
693,173,7,"Ext","2019-01-08",NULL,"2018-11-10 14:09:39","2019-07-02 11:34:54"
694,174,5,"Ext","2014-10-22",NULL,"2018-11-11 14:09:39","2019-06-25 11:55:51"
695,174,5,"Office Int","2014-10-22",NULL,"2018-11-12 14:09:39","2019-06-25 11:55:51"
696,174,5,"Ext","2014-10-22",NULL,"2018-11-13 14:09:39","2019-06-25 11:55:51"
697,174,5,"Ext","2014-10-22",NULL,"2018-11-14 14:09:39","2019-06-25 11:55:51"
698,174,5,"Office","2014-10-22",NULL,"2018-11-15 14:09:39","2019-06-25 11:55:51"
699,175,7,"Ext","2018-11-22",NULL,"2018-11-16 14:09:39","2019-07-02 11:44:26"
700,175,4,"Ext","2018-11-22",NULL,"2018-11-17 14:09:39","2019-07-02 11:44:26"
701,176,5,"Ext","2014-10-22",NULL,"2018-11-18 14:09:39","2019-06-25 11:55:51"
702,176,10,"Ext","2014-10-22",NULL,"2018-11-19 14:09:39","2019-06-25 11:55:51"
703,176,10,"Ext","2014-10-22",NULL,"2018-11-20 14:09:39","2019-06-25 11:55:51"
704,176,10,"Ext","2014-10-22",NULL,"2018-11-21 14:09:39","2019-06-25 11:55:51"
705,177,5,"Ext","2014-01-27",NULL,"2018-11-22 14:09:39","2019-06-25 11:55:51"
706,177,5,"Ext","2014-01-27","2019-11-17","2018-11-23 14:09:39","2019-11-05 12:08:19"
707,177,10,"Ext","2014-01-27",NULL,"2018-11-24 14:09:39","2019-06-25 11:55:51"
708,177,10,"Ext","2014-01-27",NULL,"2018-11-25 14:09:39","2019-06-25 11:55:51"
709,178,5,"Ext","2015-10-30",NULL,"2018-11-26 14:09:39","2019-06-25 11:55:51"
710,178,10,"Office Int","2015-10-30",NULL,"2018-11-27 14:09:39","2019-06-25 11:55:51"
711,178,10,"Office","2015-10-30",NULL,"2018-11-28 14:09:39","2019-06-25 11:55:51"
712,178,10,"Office","2015-10-30",NULL,"2018-11-29 14:09:39","2019-06-25 11:55:51"
713,178,10,"Office","2015-10-30",NULL,"2018-11-30 14:09:39","2019-06-25 11:55:51"
714,178,10,"Office","2015-10-30",NULL,"2018-12-01 14:09:39","2019-06-25 11:55:51"
715,179,10,"Office Int","2015-01-19",NULL,"2018-12-02 14:09:39","2019-06-25 11:55:51"
716,179,10,"Ext","2015-01-19",NULL,"2018-12-03 14:09:39","2019-06-25 11:55:51"
717,179,10,"Office","2015-01-19",NULL,"2018-12-04 14:09:39","2019-06-25 11:55:51"
718,179,10,"Ext","2015-01-19",NULL,"2018-12-05 14:09:39","2019-06-25 11:55:51"
719,179,10,"Office","2015-01-19",NULL,"2018-12-06 14:09:39","2019-06-25 11:55:51"
720,179,10,"Ext","2015-01-19",NULL,"2018-12-07 14:09:39","2019-06-25 11:55:51"
721,180,6,"Ext","2012-07-01","2019-12-31","2018-12-08 14:09:39","2019-11-28 13:51:00"
722,180,6,"Ext","2012-07-01","2019-12-31","2018-12-09 14:09:39","2019-11-28 13:51:01"
723,180,13,"Ext","2012-07-01","2019-12-31","2018-12-10 14:09:39","2019-11-28 13:51:02"
725,180,13,"Ext","2012-07-01","2019-12-31","2018-12-12 14:09:39","2019-11-28 13:51:03"
726,180,13,"Ext","2012-07-01","2019-12-31","2018-12-13 14:09:39","2019-11-28 13:51:05"
727,181,4,"Office Int","2017-10-16",NULL,"2018-12-14 14:09:39","2019-06-25 11:55:51"
728,181,4,"Ext","2017-10-16",NULL,"2018-12-15 14:09:39","2019-06-25 11:55:51"
729,181,4,"Ext","2017-10-16",NULL,"2018-12-16 14:09:39","2019-06-25 11:55:51"
730,181,9,"Ext","2017-10-16",NULL,"2018-12-17 14:09:39","2019-06-25 11:55:51"
731,181,4,"Ext","2017-10-16",NULL,"2018-12-18 14:09:39","2019-06-25 11:55:51"
732,181,9,"Ext","2017-10-16",NULL,"2018-12-19 14:09:39","2019-06-25 11:55:51"
733,181,4,"Ext","2017-10-16",NULL,"2018-12-20 14:09:39","2019-06-25 11:55:51"
734,183,5,"Office Int","2015-03-25",NULL,"2018-12-21 14:09:39","2019-06-25 11:55:51"
735,183,5,"Office","2015-03-25",NULL,"2018-12-22 14:09:39","2019-06-25 11:55:51"
736,183,5,"Office","2015-03-25",NULL,"2018-12-23 14:09:39","2019-06-25 11:55:51"
737,183,10,"Ext","2015-03-25",NULL,"2018-12-24 14:09:39","2019-06-25 11:55:51"
738,184,5,"Ext","2014-10-08",NULL,"2018-12-25 14:09:39","2019-06-25 11:55:51"
739,184,5,"Office Int","2014-10-08",NULL,"2018-12-26 14:09:39","2019-06-25 11:55:51"
740,184,5,"Ext","2014-10-08",NULL,"2018-12-27 14:09:39","2019-06-25 11:55:51"
741,184,5,"Office","2014-10-08",NULL,"2018-12-28 14:09:39","2019-06-25 11:55:51"
742,184,5,"Office","2014-10-08",NULL,"2018-12-29 14:09:39","2019-06-25 11:55:51"
743,184,5,"Office","2014-10-08",NULL,"2018-12-30 14:09:39","2019-06-25 11:55:51"
744,185,8,"Ext","2015-02-26",NULL,"2018-12-31 14:09:39","2019-06-25 11:55:51"
745,185,5,"Office Int","2015-02-26",NULL,"2019-01-01 14:09:39","2019-06-25 11:55:51"
746,185,5,"Ext","2015-02-26",NULL,"2019-01-02 14:09:39","2019-06-25 11:55:51"
747,185,5,"Office","2015-02-26",NULL,"2019-01-03 14:09:39","2019-06-25 11:55:51"
748,185,8,"Office Int","2015-02-26",NULL,"2019-01-04 14:09:39","2019-06-25 11:55:51"
749,185,8,"Ext","2015-02-26",NULL,"2019-01-05 14:09:39","2019-06-25 11:55:51"
750,185,8,"Office","2015-02-26",NULL,"2019-01-06 14:09:39","2019-06-25 11:55:51"
751,186,10,"Office Int","2015-09-04",NULL,"2019-01-07 14:09:39","2019-06-25 11:55:51"
752,186,10,"Ext","2015-09-04",NULL,"2019-01-08 14:09:39","2019-06-25 11:55:51"
753,186,10,"Ext","2015-09-04",NULL,"2019-01-09 14:09:39","2019-06-25 11:55:51"
754,186,10,"Office","2015-09-04",NULL,"2019-01-10 14:09:39","2019-06-25 11:55:51"
755,186,10,"Ext","2015-09-04",NULL,"2019-01-11 14:09:39","2019-06-25 11:55:51"
756,186,10,"Ext","2015-09-04",NULL,"2019-01-12 14:09:39","2019-06-25 11:55:51"
757,187,10,"Ext","2015-09-30",NULL,"2019-01-13 14:09:39","2019-06-25 11:55:51"
758,187,10,"Ext","2015-09-30",NULL,"2019-01-14 14:09:39","2019-06-25 11:55:51"
759,188,4,"Ext","2017-12-01",NULL,"2019-01-15 14:09:39","2019-06-25 11:55:51"
760,188,9,"Ext","2017-12-01",NULL,"2019-01-16 14:09:39","2019-06-25 11:55:51"
761,188,9,"Ext","2017-12-01",NULL,"2019-01-17 14:09:39","2019-06-25 11:55:51"
762,188,9,"Ext","2017-12-01",NULL,"2019-01-18 14:09:39","2019-06-25 11:55:51"
763,188,4,"Ext","2017-12-01",NULL,"2019-01-19 14:09:39","2019-06-25 11:55:51"
764,189,4,"Ext","2019-01-10",NULL,"2019-01-20 14:09:39","2019-07-02 11:56:58"
765,189,4,"Ext","2019-01-10",NULL,"2019-01-21 14:09:39","2019-07-02 11:56:59"
766,190,4,"Ext","2019-01-10",NULL,"2019-01-22 14:09:39","2019-07-02 11:51:52"
767,190,4,"Ext","2019-01-10",NULL,"2019-01-23 14:09:39","2019-07-02 11:51:52"
768,190,4,"Ext","2019-01-10",NULL,"2019-01-24 14:09:39","2019-07-02 11:51:54"
769,190,4,"Ext","2019-01-10",NULL,"2019-01-25 14:09:39","2019-07-02 11:51:56"
770,191,4,"Ext","2019-01-09",NULL,"2019-01-26 14:09:39","2019-07-02 11:49:42"
771,191,4,"Office Int","2019-01-09",NULL,"2019-01-27 14:09:39","2019-07-02 11:49:43"
772,192,4,"Ext","2018-12-20",NULL,"2019-01-28 14:09:39","2019-07-02 12:05:41"
773,192,4,"Ext","2018-12-20","2019-12-31","2019-01-29 14:09:39","2020-01-09 11:35:30"
774,192,4,"Ext","2018-12-20",NULL,"2019-01-30 14:09:39","2019-07-02 12:05:44"
775,192,9,"Ext","2018-12-20",NULL,"2019-01-31 14:09:39","2019-07-02 12:05:45"
776,192,9,"Office Int","2018-12-20",NULL,"2019-02-01 14:09:39","2019-07-02 12:05:45"
777,193,9,"Office Int","2018-12-20",NULL,"2019-02-02 14:09:39","2019-07-02 12:01:07"
778,193,9,"Ext","2018-12-20",NULL,"2019-02-03 14:09:39","2019-07-02 12:01:10"
779,193,9,"Ext","2018-12-20",NULL,"2019-02-04 14:09:39","2019-07-02 12:01:07"
780,193,9,"Ext","2018-12-20",NULL,"2019-02-05 14:09:39","2019-07-02 12:01:11"
781,193,9,"Ext","2018-12-20",NULL,"2019-02-06 14:09:39","2019-07-02 12:01:11"
782,194,5,"Office","2015-03-26",NULL,"2019-02-07 14:09:39","2019-06-25 11:55:51"
783,194,5,"Office Int","2015-03-26",NULL,"2019-02-08 14:09:39","2019-06-25 11:55:51"
784,194,8,"Office Int","2015-03-26",NULL,"2019-02-09 14:09:39","2019-06-25 11:55:51"
785,194,8,"Ext","2015-03-26",NULL,"2019-02-10 14:09:39","2019-06-25 11:55:51"
786,194,10,"Ext","2015-03-26",NULL,"2019-02-11 14:09:39","2019-06-25 11:55:51"
787,194,5,"Ext","2015-03-26",NULL,"2019-02-12 14:09:39","2019-06-25 11:55:51"
788,194,8,"Office","2015-03-26",NULL,"2019-02-13 14:09:39","2019-06-25 11:55:51"
789,194,5,"Office","2015-03-26",NULL,"2019-02-14 14:09:39","2019-06-25 11:55:51"
790,194,5,"Ext","2015-03-26",NULL,"2019-02-15 14:09:39","2019-06-25 11:55:52"
791,195,5,"Office","2016-07-18",NULL,"2019-02-16 14:09:39","2019-06-25 11:55:52"
792,195,5,"Office Int","2016-07-18",NULL,"2019-02-17 14:09:39","2019-06-25 11:55:52"
793,195,5,"Ext","2016-07-18",NULL,"2019-02-18 14:09:39","2019-06-25 11:55:52"
794,195,5,"Ext","2016-07-18",NULL,"2019-02-19 14:09:39","2019-06-25 11:55:52"
795,195,5,"Office","2016-07-18",NULL,"2019-02-20 14:09:39","2019-06-25 11:55:52"
796,195,10,"Office Int","2016-07-18",NULL,"2019-02-21 14:09:39","2019-06-25 11:55:52"
797,195,10,"Office","2016-07-18",NULL,"2019-02-22 14:09:39","2019-06-25 11:55:52"
798,195,10,"Office","2016-07-18",NULL,"2019-02-23 14:09:39","2019-06-25 11:55:52"
799,195,10,"Office","2016-07-18",NULL,"2019-02-24 14:09:39","2019-06-25 11:55:52"
800,195,10,"Office","2016-07-18",NULL,"2019-02-25 14:09:39","2019-06-25 11:55:52"
801,196,4,"Ext","2018-12-11",NULL,"2019-02-26 14:09:39","2019-07-02 12:16:15"
802,196,4,"Office Int","2018-12-11",NULL,"2019-02-27 14:09:39","2019-07-02 12:16:17"
803,196,4,"Ext","2018-12-11",NULL,"2019-02-28 14:09:39","2019-07-02 12:16:19"
804,196,4,"Ext","2018-12-11",NULL,"2019-03-01 14:09:39","2019-07-02 12:16:17"
805,197,4,"Ext","2018-12-11",NULL,"2019-03-02 14:09:39","2019-07-02 12:13:01"
806,197,4,"Ext","2018-12-11",NULL,"2019-03-03 14:09:39","2019-07-02 12:13:01"
807,197,4,"Ext","2018-12-11",NULL,"2019-03-04 14:09:39","2019-07-02 12:13:02"
808,198,5,"Ext","2016-05-13",NULL,"2019-03-05 14:09:39","2019-06-25 11:55:52"
809,198,5,"Ext","2016-05-13",NULL,"2019-03-06 14:09:39","2019-06-25 11:55:52"
810,198,5,"Ext","2016-05-13",NULL,"2019-03-07 14:09:39","2019-06-25 11:55:52"
811,198,5,"Ext","2016-05-13",NULL,"2019-03-08 14:09:39","2019-06-25 11:55:52"
812,199,1,"Ext","2014-07-14","2019-11-17","2019-03-09 14:09:39","2019-11-05 11:52:12"
813,199,1,"Ext","2014-07-14",NULL,"2019-03-10 14:09:39","2019-06-25 11:55:52"
814,199,5,"Ext","2014-07-14",NULL,"2019-03-11 14:09:39","2019-06-25 11:55:52"
815,199,5,"Ext","2014-07-14","2019-11-17","2019-03-12 14:09:39","2019-11-05 11:49:14"
816,199,5,"Ext","2014-07-14","2019-11-17","2019-03-13 14:09:39","2019-11-05 11:50:10"
817,200,9,"Ext","2017-05-22",NULL,"2019-03-14 14:09:39","2019-06-25 11:55:52"
818,200,4,"Ext","2017-05-22",NULL,"2019-03-15 14:09:39","2019-06-25 11:55:52"
819,200,9,"Ext","2017-05-22",NULL,"2019-03-16 14:09:39","2019-06-25 11:55:52"
820,200,9,"Ext","2017-05-22",NULL,"2019-03-17 14:09:39","2019-06-25 11:55:52"
821,201,9,"Ext","2018-12-18",NULL,"2019-03-18 14:09:39","2019-07-02 12:27:48"
822,201,9,"Office Int","2018-12-18",NULL,"2019-03-19 14:09:39","2019-07-02 12:27:49"
823,201,9,"Ext","2018-12-18",NULL,"2019-03-20 14:09:39","2019-07-02 12:27:50"
824,201,9,"Ext","2018-12-18",NULL,"2019-03-21 14:09:39","2019-07-02 12:27:52"
825,201,9,"Ext","2018-12-18",NULL,"2019-03-22 14:09:39","2019-07-02 12:27:54"
826,202,4,"Ext","2018-12-18",NULL,"2019-03-23 14:09:39","2019-07-02 12:19:46"
827,202,4,"Ext","2018-12-18",NULL,"2019-03-24 14:09:39","2019-07-02 12:19:45"
828,202,4,"Ext","2018-12-18",NULL,"2019-03-25 14:09:39","2019-07-02 12:19:48"
829,202,4,"Ext","2018-12-18",NULL,"2019-03-26 14:09:39","2019-07-02 12:19:48"
830,202,4,"Office Int","2018-12-18",NULL,"2019-03-27 14:09:39","2019-07-02 12:19:47"
831,203,1,"Ext","2014-06-27",NULL,"2019-03-28 14:09:39","2019-06-25 11:55:52"
832,203,1,"Ext","2014-06-27",NULL,"2019-03-29 14:09:39","2019-06-25 11:55:52"
833,203,1,"Ext","2014-06-27",NULL,"2019-03-30 14:09:39","2019-06-25 11:55:52"
834,203,1,"Ext","2014-06-27",NULL,"2019-03-31 14:09:39","2019-06-25 11:55:52"
835,204,4,"Ext","2019-01-09",NULL,"2019-04-01 14:09:39","2019-07-02 13:19:26"
836,204,4,"Ext","2019-01-09",NULL,"2019-04-02 14:09:39","2019-07-02 13:19:26"
837,205,4,"Ext","2019-01-09",NULL,"2019-04-03 14:09:39","2019-07-02 13:14:40"
838,205,4,"Ext","2019-01-09",NULL,"2019-04-04 14:09:39","2019-07-02 13:14:41"
839,205,4,"Ext","2019-01-09",NULL,"2019-04-05 14:09:39","2019-07-02 13:14:42"
840,205,4,"Office Int","2019-01-09",NULL,"2019-04-06 14:09:39","2019-07-02 13:14:41"
841,207,4,"Ext","2019-01-09",NULL,"2019-04-07 14:09:39","2019-07-02 13:08:54"
842,207,4,"Ext","2019-01-09",NULL,"2019-04-08 14:09:39","2019-07-02 13:08:54"
843,207,4,"Ext","2019-01-09",NULL,"2019-04-09 14:09:39","2019-07-02 13:08:56"
844,208,7,"Ext","2018-10-01",NULL,"2019-04-10 14:09:39","2019-06-25 11:55:52"
845,208,7,"Ext","2018-10-01",NULL,"2019-04-11 14:09:39","2019-06-25 11:55:52"
846,208,7,"Ext","2018-10-01",NULL,"2019-04-12 14:09:39","2019-06-25 11:55:52"
847,208,7,"Office Int","2018-10-01",NULL,"2019-04-13 14:09:39","2019-06-25 11:55:52"
848,209,4,"Ext","2018-04-02",NULL,"2019-04-14 14:09:39","2019-06-25 11:55:52"
849,209,4,"Ext","2018-04-02",NULL,"2019-04-15 14:09:39","2019-06-25 11:55:52"
850,209,4,"Ext","2018-04-02",NULL,"2019-04-16 14:09:39","2019-06-25 11:55:52"
851,210,4,"Ext","2018-07-02",NULL,"2019-04-17 14:09:39","2019-06-25 11:55:52"
852,210,4,"Ext","2018-07-02",NULL,"2019-04-18 14:09:39","2019-06-25 11:55:52"
853,210,4,"Ext","2018-07-02",NULL,"2019-04-19 14:09:39","2019-06-25 11:55:52"
854,210,4,"Ext","2018-07-02",NULL,"2019-04-20 14:09:39","2019-06-25 11:55:52"
855,210,4,"Office Int","2018-07-02",NULL,"2019-04-21 14:09:39","2019-06-25 11:55:52"
856,211,4,"Office Int","2018-03-12",NULL,"2019-04-22 14:09:39","2019-06-25 11:55:52"
857,211,4,"Ext","2018-03-12",NULL,"2019-04-23 14:09:39","2019-06-25 11:55:52"
858,211,9,"Ext","2018-03-12",NULL,"2019-04-24 14:09:39","2019-06-25 11:55:52"
859,211,4,"Ext","2018-03-12",NULL,"2019-04-25 14:09:39","2019-06-25 11:55:52"
860,211,4,"Ext","2018-03-12",NULL,"2019-04-26 14:09:39","2019-06-25 11:55:52"
861,214,4,"Ext","2018-10-20",NULL,"2019-04-27 14:09:39","2019-06-25 11:55:52"
862,214,4,"Ext","2018-10-20",NULL,"2019-04-28 14:09:39","2019-06-25 11:55:52"
863,214,4,"Ext","2018-10-20",NULL,"2019-04-29 14:09:39","2019-06-25 11:55:52"
864,214,9,"Ext","2018-10-20",NULL,"2019-04-30 14:09:39","2019-06-25 11:55:52"
865,214,9,"Ext","2018-10-20",NULL,"2019-05-01 14:09:39","2019-06-25 11:55:52"
866,215,4,"Ext","2018-11-15",NULL,"2019-05-02 14:09:39","2019-06-25 11:55:52"
867,215,4,"Ext","2018-11-15",NULL,"2019-05-03 14:09:39","2019-06-25 11:55:52"
868,215,4,"Ext","2018-11-15",NULL,"2019-05-04 14:09:39","2019-06-25 11:55:52"
869,215,4,"Ext","2018-11-15",NULL,"2019-05-05 14:09:39","2019-06-25 11:55:52"
870,216,4,"Ext","2018-11-24",NULL,"2019-05-06 14:09:39","2019-06-25 11:55:52"
871,216,4,"Ext","2018-11-24",NULL,"2019-05-07 14:09:39","2019-06-25 11:55:52"
872,216,4,"Ext","2018-11-24",NULL,"2019-05-08 14:09:39","2019-06-25 11:55:52"
873,217,4,"Ext","2018-12-03",NULL,"2019-05-09 14:09:39","2019-06-25 11:55:52"
874,217,4,"Ext","2018-12-03",NULL,"2019-05-10 14:09:39","2019-06-25 11:55:52"
875,217,4,"Ext","2018-12-03",NULL,"2019-05-11 14:09:39","2019-06-25 11:55:52"
876,217,4,"Ext","2018-12-03",NULL,"2019-05-12 14:09:39","2019-06-25 11:55:52"
877,218,4,"Ext","2018-12-17",NULL,"2019-05-13 14:09:39","2019-06-25 11:55:52"
878,218,4,"Ext","2018-12-17",NULL,"2019-05-14 14:09:39","2019-06-25 11:55:52"
879,219,4,"Ext","2018-12-03",NULL,"2019-05-15 14:09:39","2019-06-25 11:55:52"
880,219,4,"Ext","2018-12-03",NULL,"2019-05-16 14:09:39","2019-06-25 11:55:52"
881,219,4,"Ext","2018-12-03",NULL,"2019-05-17 14:09:39","2019-06-25 11:55:52"
884,221,4,"Ext","2019-01-18",NULL,"2019-05-20 14:09:39","2019-06-25 11:55:52"
885,221,4,"Ext","2019-01-18",NULL,"2019-05-21 14:09:39","2019-06-25 11:55:52"
886,221,4,"Ext","2019-01-18",NULL,"2019-05-22 14:09:39","2019-06-25 11:55:52"
887,221,4,"Ext","2019-01-18",NULL,"2019-05-23 14:09:39","2019-06-25 11:55:52"
888,221,4,"Office Int","2019-01-18",NULL,"2019-05-24 14:09:39","2019-06-25 11:55:52"
889,222,4,"Ext","2019-02-25",NULL,"2019-05-25 14:09:39","2019-06-25 11:55:52"
890,222,4,"Ext","2019-02-25",NULL,"2019-05-26 14:09:39","2019-06-25 11:55:52"
891,222,4,"Ext","2019-02-25",NULL,"2019-05-27 14:09:39","2019-06-25 11:55:52"
892,222,4,"Office Int","2019-02-25",NULL,"2019-05-28 14:09:39","2019-06-25 11:55:52"
893,222,9,"Ext","2019-02-25",NULL,"2019-05-29 14:09:39","2019-06-25 11:55:52"
894,223,4,"Ext","2019-03-27",NULL,"2019-05-30 14:09:39","2019-06-25 11:55:52"
895,223,4,"Ext","2019-03-27",NULL,"2019-05-31 14:09:39","2019-06-25 11:55:52"
896,223,4,"Office Int","2019-03-27",NULL,"2019-06-01 14:09:39","2019-06-25 11:55:52"
897,223,9,"Ext","2019-03-27",NULL,"2019-06-02 14:09:39","2019-06-25 11:55:52"
898,223,9,"Office Int","2019-03-27",NULL,"2019-06-03 14:09:39","2019-06-25 11:55:52"
899,224,4,"Ext","2019-04-03",NULL,"2019-06-04 14:09:39","2019-06-25 11:55:52"
900,224,4,"Ext","2019-04-03",NULL,"2019-06-05 14:09:39","2019-06-25 11:55:52"
901,224,4,"Ext","2019-04-03",NULL,"2019-06-06 14:09:39","2019-06-25 11:55:52"
902,224,4,"Ext","2019-04-03",NULL,"2019-06-07 14:09:39","2019-06-25 11:55:52"
903,225,4,"Ext","2019-04-25",NULL,"2019-06-08 14:09:39","2019-06-25 11:55:52"
904,225,4,"Ext","2019-04-25",NULL,"2019-06-09 14:09:39","2019-06-25 11:55:52"
905,225,4,"Office Int","2019-04-25",NULL,"2019-06-10 14:09:39","2019-06-25 11:55:52"
906,1,9,"Int","2018-11-14",NULL,"2019-06-11 14:09:39","2019-07-01 11:36:47"
907,1,9,"Ext","2018-11-14",NULL,"2019-06-11 14:09:39","2019-07-01 11:36:47"
908,1,9,"Int","2018-11-14",NULL,"2019-06-11 14:09:39","2019-07-01 11:36:52"
909,1,9,"Int","2018-11-14",NULL,"2019-06-11 14:09:39","2019-07-01 11:36:47"
910,1,9,"Int","2018-11-14",NULL,"2019-06-11 14:09:39","2019-07-01 11:36:51"
911,1,4,"Int","2018-11-14",NULL,"2019-06-11 14:09:39","2019-07-01 11:36:52"
912,3,10,"Office Int","2016-05-23",NULL,"2019-06-11 14:09:39","2019-06-25 11:55:52"
913,3,10,"Office Int","2016-05-23",NULL,"2019-06-11 14:09:39","2019-06-25 11:55:52"
914,3,10,"Office Int","2016-05-23",NULL,"2019-06-11 14:09:39","2019-06-25 11:55:52"
915,3,10,"Int","2016-05-23",NULL,"2019-06-11 14:09:39","2019-06-25 11:55:52"
916,3,10,"Ext","2016-05-23",NULL,"2019-06-11 14:09:39","2019-06-25 11:55:52"
917,3,10,"Int","2016-05-23",NULL,"2019-06-11 14:09:39","2019-06-25 11:55:52"
918,3,10,"Office","2016-05-23",NULL,"2019-06-11 14:09:39","2019-06-25 11:55:52"
919,5,5,"Int","2015-05-01",NULL,"2019-06-11 14:09:39","2019-06-25 11:55:52"
920,5,5,"Int","2015-05-01",NULL,"2019-06-11 14:09:39","2019-06-25 11:55:52"
921,5,10,"Office Int","2015-05-01",NULL,"2019-06-11 14:09:39","2019-06-25 11:55:52"
922,5,10,"Int","2015-05-01",NULL,"2019-06-11 14:09:39","2019-06-25 11:55:52"
924,6,8,"Ext","2012-08-01","2019-11-17","2019-06-11 14:09:39","2019-10-31 12:44:20"
925,6,8,"Int","2012-08-01","2019-11-17","2019-06-11 14:09:39","2019-10-31 12:42:29"
