id,clinic_id,poster_id,"type","starts_at","ends_at","created_at","updated_at"
1,1,9,"Ext","2018-11-14",NULL,"2016-12-18 14:09:39","2019-07-01 11:36:49"
2,1,9,"Ext","2018-11-14",NULL,"2016-12-19 14:09:39","2019-07-01 11:36:48"
3,1,9,"Ext","2018-11-14",NULL,"2016-12-20 14:09:39","2019-07-01 11:36:52"
4,1,4,"Ext","2018-11-14",NULL,"2016-12-21 14:09:39","2019-07-01 11:36:51"
5,3,10,"Office Int","2016-05-23",NULL,"2016-12-22 14:09:39","2019-06-25 11:55:46"
6,3,10,"Ext","2016-05-23",NULL,"2016-12-23 14:09:39","2019-06-25 11:55:46"
7,3,10,"Office","2016-05-23",NULL,"2016-12-24 14:09:39","2019-06-25 11:55:46"
8,3,10,"Office","2016-05-23",NULL,"2016-12-25 14:09:39","2019-06-25 11:55:46"
9,3,10,"Office","2016-05-23",NULL,"2016-12-26 14:09:39","2019-06-25 11:55:46"
10,5,5,"Ext","2015-05-01",NULL,"2016-12-27 14:09:39","2019-06-25 11:55:46"
11,5,5,"Ext","2015-05-01",NULL,"2016-12-28 14:09:39","2019-06-25 11:55:46"
12,5,10,"Office Int","2015-05-01",NULL,"2016-12-29 14:09:39","2019-06-25 11:55:46"
13,5,10,"Office","2015-05-01",NULL,"2016-12-30 14:09:39","2019-06-25 11:55:46"
14,5,10,"Office","2015-05-01",NULL,"2016-12-31 14:09:39","2019-06-25 11:55:46"
15,5,10,"Ext","2015-05-01",NULL,"2017-01-01 14:09:39","2019-06-25 11:55:46"
17,6,8,"Ext","2012-08-01",NULL,"2017-01-03 14:09:39","2019-06-25 11:55:46"
18,6,8,"Ext","2012-08-01","2019-11-17","2017-01-04 14:09:39","2019-10-31 12:40:10"
19,6,8,"Ext","2012-08-01",NULL,"2017-01-05 14:09:39","2019-06-25 11:55:46"
20,7,5,"Office Int","2016-06-27",NULL,"2017-01-06 14:09:39","2019-06-25 11:55:46"
21,7,5,"Ext","2016-06-27",NULL,"2017-01-07 14:09:39","2019-06-25 11:55:46"
22,7,5,"Office","2016-06-27",NULL,"2017-01-08 14:09:39","2019-06-25 11:55:46"
23,7,5,"Office","2016-06-27",NULL,"2017-01-09 14:09:39","2019-06-25 11:55:46"
24,7,5,"Office","2016-06-27",NULL,"2017-01-10 14:09:39","2019-06-25 11:55:46"
25,7,5,"Office","2016-06-27",NULL,"2017-01-11 14:09:39","2019-06-25 11:55:46"
26,8,4,"Ext","2017-06-05",NULL,"2017-01-12 14:09:39","2019-06-25 11:55:46"
27,8,4,"Ext","2017-06-05",NULL,"2017-01-13 14:09:39","2019-06-25 11:55:46"
28,8,4,"Ext","2017-06-05",NULL,"2017-01-14 14:09:39","2019-06-25 11:55:46"
29,9,5,"Office Int","2011-12-01",NULL,"2017-01-15 14:09:39","2019-06-25 11:55:46"
31,9,6,"Ext","2011-12-01","2019-12-31","2017-01-17 14:09:39","2019-11-28 13:36:42"
32,9,6,"Ext","2011-12-01","2019-12-31","2017-01-18 14:09:39","2019-11-28 13:36:43"
33,9,5,"Office","2011-12-01",NULL,"2017-01-19 14:09:39","2019-06-25 11:55:46"
34,11,10,"Office Int","2015-12-16",NULL,"2017-01-20 14:09:39","2019-06-25 11:55:46"
35,11,10,"Ext","2015-12-16",NULL,"2017-01-21 14:09:39","2019-06-25 11:55:46"
36,11,10,"Office","2015-12-16",NULL,"2017-01-22 14:09:39","2019-06-25 11:55:46"
37,11,10,"Ext","2015-12-16",NULL,"2017-01-23 14:09:39","2019-06-25 11:55:46"
38,11,10,"Office","2015-12-16",NULL,"2017-01-24 14:09:39","2019-06-25 11:55:46"
39,11,10,"Ext","2015-12-16","2019-11-17","2017-01-25 14:09:39","2019-11-05 11:25:54"
41,11,10,"Office","2015-12-16",NULL,"2017-01-27 14:09:39","2019-06-25 11:55:46"
42,12,4,"Ext","2019-08-01",NULL,"2017-01-28 14:09:39","2019-07-01 12:26:14"
43,12,4,"Ext","2019-08-01",NULL,"2017-01-29 14:09:39","2019-07-01 12:26:13"
44,13,4,"Ext","2018-12-19",NULL,"2017-01-30 14:09:39","2019-07-01 12:32:56"
45,13,4,"Ext","2018-12-19",NULL,"2017-01-31 14:09:39","2019-07-01 12:32:53"
46,13,4,"Ext","2018-12-19",NULL,"2017-02-01 14:09:39","2019-07-01 12:32:58"
47,14,4,"Office Int","2017-09-12",NULL,"2017-02-02 14:09:39","2019-06-25 11:55:46"
48,14,9,"Office Int","2017-09-12",NULL,"2017-02-03 14:09:39","2019-06-25 11:55:46"
49,14,4,"Ext","2017-09-12",NULL,"2017-02-04 14:09:39","2019-06-25 11:55:46"
50,14,4,"Ext","2017-09-12",NULL,"2017-02-05 14:09:39","2019-06-25 11:55:46"
51,14,9,"Ext","2017-09-12",NULL,"2017-02-06 14:09:39","2019-06-25 11:55:46"
52,14,4,"Ext","2017-09-12",NULL,"2017-02-07 14:09:39","2019-06-25 11:55:46"
53,14,9,"Ext","2017-09-12",NULL,"2017-02-08 14:09:39","2019-06-25 11:55:46"
54,14,4,"Ext","2017-09-12",NULL,"2017-02-09 14:09:39","2019-06-25 11:55:46"
55,15,8,"Ext","2014-11-24",NULL,"2017-02-10 14:09:39","2019-06-25 11:55:46"
56,15,8,"Ext","2014-11-24",NULL,"2017-02-11 14:09:39","2019-06-25 11:55:46"
57,15,8,"Ext","2014-11-24",NULL,"2017-02-12 14:09:39","2019-06-25 11:55:46"
58,16,5,"Ext","2016-05-31",NULL,"2017-02-13 14:09:39","2019-06-25 11:55:46"
59,16,8,"Office Int","2016-05-31",NULL,"2017-02-14 14:09:39","2019-06-25 11:55:46"
60,16,8,"Office","2016-05-31",NULL,"2017-02-15 14:09:39","2019-06-25 11:55:46"
61,16,8,"Ext","2016-05-31",NULL,"2017-02-16 14:09:39","2019-06-25 11:55:46"
63,16,8,"Ext","2016-05-31",NULL,"2017-02-18 14:09:39","2019-06-25 11:55:46"
64,17,9,"Ext","2018-12-17",NULL,"2017-02-19 14:09:39","2019-07-01 12:36:42"
65,17,4,"Ext","2018-12-17",NULL,"2017-02-20 14:09:39","2019-07-01 12:36:44"
66,17,4,"Ext","2018-12-17",NULL,"2017-02-21 14:09:39","2019-07-01 12:36:47"
67,17,4,"Ext","2018-12-17",NULL,"2017-02-22 14:09:39","2019-07-01 12:36:47"
68,18,5,"Office Int","2013-09-01",NULL,"2017-02-23 14:09:39","2019-06-25 11:55:46"
69,18,8,"Ext","2013-09-01",NULL,"2017-02-24 14:09:39","2019-06-25 11:55:46"
70,18,8,"Ext","2013-09-01",NULL,"2017-02-25 14:09:39","2019-06-25 11:55:46"
71,18,5,"Office","2013-09-01",NULL,"2017-02-26 14:09:39","2019-06-25 11:55:47"
72,20,5,"Office Int","2014-11-01",NULL,"2017-02-27 14:09:39","2019-06-25 11:55:47"
73,20,5,"Office","2014-11-01",NULL,"2017-02-28 14:09:39","2019-06-25 11:55:47"
74,20,5,"Office","2014-11-01",NULL,"2017-03-01 14:09:39","2019-06-25 11:55:47"
75,20,8,"Ext","2014-11-01",NULL,"2017-03-02 14:09:39","2019-06-25 11:55:47"
76,20,8,"Ext","2014-11-01",NULL,"2017-03-03 14:09:39","2019-06-25 11:55:47"
77,20,5,"Ext","2014-11-01",NULL,"2017-03-04 14:09:39","2019-06-25 11:55:47"
78,21,5,"Ext","2016-01-04",NULL,"2017-03-05 14:09:39","2019-06-25 11:55:47"
79,21,5,"Ext","2016-01-04",NULL,"2017-03-06 14:09:39","2019-06-25 11:55:47"
80,21,5,"Ext","2016-01-04",NULL,"2017-03-07 14:09:39","2019-06-25 11:55:47"
81,22,4,"Ext","2018-11-19",NULL,"2017-03-08 14:09:39","2019-07-01 12:43:40"
82,22,4,"Ext","2018-11-19",NULL,"2017-03-09 14:09:39","2019-07-25 16:13:21"
83,22,4,"Ext","2018-11-19",NULL,"2017-03-10 14:09:39","2019-07-01 12:43:41"
84,22,4,"Ext","2018-11-19",NULL,"2017-03-11 14:09:39","2019-07-01 12:43:41"
85,22,4,"Office Int","2018-11-19",NULL,"2017-03-12 14:09:39","2019-07-01 12:43:44"
86,23,4,"Office Int","2018-11-17",NULL,"2017-03-13 14:09:39","2019-07-01 12:48:22"
87,23,9,"Office Int","2018-11-17",NULL,"2017-03-14 14:09:39","2019-07-01 12:48:26"
88,23,4,"Ext","2018-11-17",NULL,"2017-03-15 14:09:39","2019-07-01 12:48:26"
89,23,4,"Ext","2018-11-17",NULL,"2017-03-16 14:09:39","2019-07-01 12:48:24"
90,23,4,"Ext","2018-11-17",NULL,"2017-03-17 14:09:39","2019-07-01 12:48:28"
91,23,9,"Ext","2018-11-17",NULL,"2017-03-18 14:09:39","2019-07-01 12:48:28"
92,24,9,"Ext","2018-11-18",NULL,"2017-03-19 14:09:39","2019-07-01 12:54:20"
93,24,9,"Ext","2018-11-18",NULL,"2017-03-20 14:09:39","2019-07-01 12:54:20"
94,24,7,"Ext","2018-11-18",NULL,"2017-03-21 14:09:39","2019-07-01 12:54:23"
95,25,4,"Office Int","2018-11-18",NULL,"2017-03-22 14:09:39","2019-07-01 13:02:41"
96,25,4,"Ext","2018-11-18",NULL,"2017-03-23 14:09:39","2019-07-01 13:02:41"
97,25,4,"Ext","2018-11-18",NULL,"2017-03-24 14:09:39","2019-07-01 13:02:44"
98,25,4,"Ext","2018-11-18",NULL,"2017-03-25 14:09:39","2019-07-01 13:02:43"
99,26,4,"Ext","2018-11-17",NULL,"2017-03-26 14:09:39","2019-07-01 12:58:15"
100,26,4,"Ext","2018-11-17",NULL,"2017-03-27 14:09:39","2019-07-01 12:58:17"
101,26,4,"Office Int","2018-11-17",NULL,"2017-03-28 14:09:39","2019-07-01 12:58:18"
102,26,9,"Ext","2018-11-17",NULL,"2017-03-29 14:09:39","2019-07-01 12:58:18"
103,27,4,"Ext","2018-12-10",NULL,"2017-03-30 14:09:39","2019-07-01 13:06:29"
104,27,4,"Ext","2018-12-10",NULL,"2017-03-31 14:09:39","2019-07-01 13:06:29"
105,27,4,"Ext","2018-12-10",NULL,"2017-04-01 14:09:39","2019-07-01 13:06:32"
106,27,4,"Ext","2018-12-10",NULL,"2017-04-02 14:09:39","2019-07-01 13:06:32"
107,28,5,"Office Int","2015-05-28",NULL,"2017-04-03 14:09:39","2019-06-25 11:55:47"
108,28,5,"Ext","2015-05-28",NULL,"2017-04-04 14:09:39","2019-06-25 11:55:47"
109,28,5,"Office","2015-05-28",NULL,"2017-04-05 14:09:39","2019-06-25 11:55:47"
110,29,8,"Ext","2015-05-06",NULL,"2017-04-06 14:09:39","2019-06-25 11:55:47"
111,29,8,"Ext","2015-05-06",NULL,"2017-04-07 14:09:39","2019-06-25 11:55:47"
112,29,10,"Office Int","2015-05-06",NULL,"2017-04-08 14:09:39","2019-06-25 11:55:47"
113,29,10,"Ext","2015-05-06",NULL,"2017-04-09 14:09:39","2019-06-25 11:55:47"
114,29,10,"Office","2015-05-06",NULL,"2017-04-10 14:09:39","2019-06-25 11:55:47"
115,29,10,"Office","2015-05-06",NULL,"2017-04-11 14:09:39","2019-06-25 11:55:47"
116,30,10,"Office Int","2016-09-19",NULL,"2017-04-12 14:09:39","2019-06-25 11:55:47"
117,30,10,"Office","2016-09-19",NULL,"2017-04-13 14:09:39","2019-06-25 11:55:47"
118,30,10,"Ext","2016-09-19",NULL,"2017-04-14 14:09:39","2019-08-26 13:06:19"
119,30,10,"Office","2016-09-19",NULL,"2017-04-15 14:09:39","2019-06-25 11:55:47"
120,30,10,"Office","2016-09-19",NULL,"2017-04-16 14:09:39","2019-06-25 11:55:47"
121,31,5,"Ext","2016-03-29",NULL,"2017-04-17 14:09:39","2019-06-25 11:55:47"
122,31,5,"Office Int","2016-03-29",NULL,"2017-04-18 14:09:39","2019-06-25 11:55:47"
123,31,5,"Office","2016-03-29",NULL,"2017-04-19 14:09:39","2019-06-25 11:55:47"
124,31,5,"Ext","2016-03-29",NULL,"2017-04-20 14:09:39","2019-06-25 11:55:47"
125,31,5,"Ext","2016-03-29",NULL,"2017-04-21 14:09:39","2019-06-25 11:55:47"
126,31,5,"Office","2016-03-29",NULL,"2017-04-22 14:09:39","2019-06-25 11:55:47"
127,31,5,"Ext","2016-03-29",NULL,"2017-04-23 14:09:39","2019-06-25 11:55:47"
128,31,5,"Office","2016-03-29",NULL,"2017-04-24 14:09:39","2019-06-25 11:55:47"
129,33,5,"Ext","2014-09-29",NULL,"2017-04-25 14:09:39","2019-06-25 11:55:47"
130,33,5,"Office Int","2014-09-29",NULL,"2017-04-26 14:09:39","2019-06-25 11:55:47"
131,33,5,"Ext","2014-09-29",NULL,"2017-04-27 14:09:39","2019-06-25 11:55:47"
132,33,5,"Office","2014-09-29",NULL,"2017-04-28 14:09:39","2019-06-25 11:55:47"
133,33,5,"Office","2014-09-29",NULL,"2017-04-29 14:09:39","2019-06-25 11:55:47"
134,33,5,"Ext","2014-09-29",NULL,"2017-04-30 14:09:39","2019-06-25 11:55:47"
135,34,9,"Ext","2018-12-13",NULL,"2017-05-01 14:09:39","2019-07-01 13:10:54"
136,34,9,"Ext","2018-12-13",NULL,"2017-05-02 14:09:39","2019-07-01 13:10:55"
137,34,9,"Ext","2018-12-13",NULL,"2017-05-03 14:09:39","2019-07-01 13:10:58"
138,34,9,"Ext","2018-12-13",NULL,"2017-05-04 14:09:39","2019-07-01 13:10:57"
139,34,9,"Office Int","2018-12-13",NULL,"2017-05-05 14:09:39","2019-07-01 13:10:58"
140,35,5,"Ext","2014-08-08",NULL,"2017-05-06 14:09:39","2019-06-25 11:55:47"
141,35,5,"Ext","2014-08-08",NULL,"2017-05-07 14:09:39","2019-06-25 11:55:47"
142,35,5,"Ext","2014-08-08",NULL,"2017-05-08 14:09:39","2019-06-25 11:55:47"
143,36,8,"Office Int","2017-02-13",NULL,"2017-05-09 14:09:39","2019-06-25 11:55:47"
144,36,8,"Ext","2017-02-13",NULL,"2017-05-10 14:09:39","2019-06-25 11:55:47"
145,36,8,"Office","2017-02-13",NULL,"2017-05-11 14:09:39","2019-06-25 11:55:47"
146,36,8,"Ext","2017-02-13",NULL,"2017-05-12 14:09:39","2019-06-25 11:55:47"
147,36,8,"Ext","2017-02-13",NULL,"2017-05-13 14:09:39","2019-06-25 11:55:47"
148,37,10,"Office Int","2014-12-22",NULL,"2017-05-14 14:09:39","2019-06-25 11:55:47"
149,37,10,"Ext","2014-12-22",NULL,"2017-05-15 14:09:39","2019-06-25 11:55:47"
150,37,10,"Ext","2014-12-22",NULL,"2017-05-16 14:09:39","2019-06-25 11:55:47"
151,37,10,"Office","2014-12-22",NULL,"2017-05-17 14:09:39","2019-06-25 11:55:47"
152,37,10,"Office","2014-12-22",NULL,"2017-05-18 14:09:39","2019-06-25 11:55:47"
153,38,5,"Ext","2014-07-07",NULL,"2017-05-19 14:09:39","2019-06-25 11:55:47"
154,38,5,"Ext","2014-07-07","2019-11-17","2017-05-20 14:09:39","2019-11-05 11:32:45"
155,38,5,"Ext","2014-07-07","2019-11-17","2017-05-21 14:09:39","2019-11-05 11:33:26"
156,38,5,"Ext","2014-07-07",NULL,"2017-05-22 14:09:39","2019-06-25 11:55:47"
157,38,10,"Ext","2014-07-07",NULL,"2017-05-23 14:09:39","2019-06-25 11:55:47"
158,39,4,"Ext","2019-01-11",NULL,"2017-05-24 14:09:39","2019-07-01 17:23:43"
159,39,4,"Office Int","2019-01-11",NULL,"2017-05-25 14:09:39","2019-07-01 17:23:43"
160,39,4,"Ext","2019-01-11",NULL,"2017-05-26 14:09:39","2019-07-01 17:23:45"
161,39,4,"Ext","2019-01-11",NULL,"2017-05-27 14:09:39","2019-07-01 17:23:49"
162,39,4,"Ext","2019-01-11",NULL,"2017-05-28 14:09:39","2019-07-01 17:23:50"
163,40,5,"Office","2016-03-31",NULL,"2017-05-29 14:09:39","2019-06-25 11:55:47"
164,40,5,"Ext","2016-03-31",NULL,"2017-05-30 14:09:39","2019-06-25 11:55:47"
165,40,5,"Office Int","2016-03-31",NULL,"2017-05-31 14:09:39","2019-06-25 11:55:47"
166,40,5,"Office","2016-03-31",NULL,"2017-06-01 14:09:39","2019-06-25 11:55:47"
167,40,5,"Ext","2016-03-31",NULL,"2017-06-02 14:09:39","2019-06-25 11:55:47"
168,40,5,"Office","2016-03-31",NULL,"2017-06-03 14:09:39","2019-06-25 11:55:47"
169,40,5,"Ext","2016-03-31",NULL,"2017-06-04 14:09:39","2019-06-25 11:55:47"
170,40,5,"Office","2016-03-31",NULL,"2017-06-05 14:09:39","2019-06-25 11:55:47"
171,41,9,"Ext","2018-12-10",NULL,"2017-06-06 14:09:39","2019-07-01 17:29:51"
172,41,9,"Ext","2018-12-10",NULL,"2017-06-07 14:09:39","2019-07-01 17:29:48"
173,41,9,"Ext","2018-12-10",NULL,"2017-06-08 14:09:39","2019-07-01 17:29:52"
174,41,9,"Ext","2018-12-10",NULL,"2017-06-09 14:09:39","2019-07-01 17:29:55"
175,42,5,"Ext","2016-06-14",NULL,"2017-06-10 14:09:39","2019-06-25 11:55:47"
176,42,5,"Ext","2016-06-14",NULL,"2017-06-11 14:09:39","2019-06-25 11:55:47"
177,43,5,"Office Int","2015-02-23",NULL,"2017-06-12 14:09:39","2019-06-25 11:55:47"
178,43,5,"Office","2015-02-23",NULL,"2017-06-13 14:09:39","2019-06-25 11:55:47"
179,43,5,"Office","2015-02-23",NULL,"2017-06-14 14:09:39","2019-06-25 11:55:47"
180,43,8,"Ext","2015-02-23",NULL,"2017-06-15 14:09:39","2019-06-25 11:55:47"
181,43,10,"Office Int","2015-02-23",NULL,"2017-06-16 14:09:39","2019-06-25 11:55:47"
182,43,10,"Office","2015-02-23",NULL,"2017-06-17 14:09:39","2019-06-25 11:55:47"
183,43,8,"Ext","2015-02-23",NULL,"2017-06-18 14:09:39","2019-06-25 11:55:47"
184,44,7,"Ext","2018-12-20",NULL,"2017-06-19 14:09:39","2019-07-01 17:34:49"
185,44,7,"Ext","2018-12-20",NULL,"2017-06-20 14:09:39","2019-07-01 17:34:49"
186,45,1,"Ext","2014-07-18",NULL,"2017-06-21 14:09:39","2019-06-25 11:55:47"
187,45,5,"Ext","2014-07-18",NULL,"2017-06-22 14:09:39","2019-06-25 11:55:47"
188,45,5,"Ext","2014-07-18",NULL,"2017-06-23 14:09:39","2019-06-25 11:55:47"
189,45,5,"Ext","2014-07-18",NULL,"2017-06-24 14:09:39","2019-06-25 11:55:47"
190,46,5,"Ext","2015-02-04",NULL,"2017-06-25 14:09:39","2019-06-25 11:55:47"
191,46,5,"Ext","2015-02-04",NULL,"2017-06-26 14:09:39","2019-06-25 11:55:47"
193,46,8,"Office","2015-02-04",NULL,"2017-06-28 14:09:39","2019-06-25 11:55:47"
194,47,4,"Ext","2018-12-12",NULL,"2017-06-29 14:09:39","2019-07-01 17:38:26"
195,47,4,"Ext","2018-12-12",NULL,"2017-06-30 14:09:39","2019-07-01 17:38:26"
196,47,4,"Ext","2018-12-12",NULL,"2017-07-01 14:09:39","2019-07-01 17:38:28"
197,47,4,"Ext","2018-12-12",NULL,"2017-07-02 14:09:39","2019-07-01 17:38:29"
198,48,5,"Ext","2016-07-18",NULL,"2017-07-03 14:09:39","2019-06-25 11:55:47"
199,48,5,"Ext","2016-07-18",NULL,"2017-07-04 14:09:39","2019-06-25 11:55:47"
200,48,5,"Ext","2016-07-18",NULL,"2017-07-05 14:09:39","2019-06-25 11:55:47"
201,48,5,"Ext","2016-07-18",NULL,"2017-07-06 14:09:39","2019-06-25 11:55:47"
202,49,10,"Ext","2014-03-24",NULL,"2017-07-07 14:09:39","2019-06-25 11:55:47"
203,49,12,"Ext","2014-03-24",NULL,"2017-07-08 14:09:39","2019-06-25 11:55:47"
204,49,12,"Ext","2014-03-24",NULL,"2017-07-09 14:09:39","2019-06-25 11:55:47"
205,49,12,"Ext","2014-03-24",NULL,"2017-07-10 14:09:39","2019-06-25 11:55:48"
206,50,5,"Office","2015-11-16",NULL,"2017-07-11 14:09:39","2019-06-25 11:55:48"
207,50,5,"Office Int","2015-11-16",NULL,"2017-07-12 14:09:39","2019-06-25 11:55:48"
208,50,5,"Office","2015-11-16",NULL,"2017-07-13 14:09:39","2019-06-25 11:55:48"
209,50,5,"Ext","2015-11-16",NULL,"2017-07-14 14:09:39","2019-06-25 11:55:48"
210,50,5,"Office","2015-11-16",NULL,"2017-07-15 14:09:39","2019-06-25 11:55:48"
211,50,5,"Office","2015-11-16",NULL,"2017-07-16 14:09:39","2019-06-25 11:55:48"
212,51,5,"Ext","2017-02-13",NULL,"2017-07-17 14:09:39","2019-06-25 11:55:48"
213,51,5,"Ext","2017-02-13",NULL,"2017-07-18 14:09:39","2019-06-25 11:55:48"
214,51,5,"Ext","2017-02-13",NULL,"2017-07-19 14:09:39","2019-06-25 11:55:48"
215,52,5,"Ext","2016-11-11",NULL,"2017-07-20 14:09:39","2019-06-25 11:55:48"
216,52,5,"Ext","2016-11-11",NULL,"2017-07-21 14:09:39","2019-06-25 11:55:48"
217,52,5,"Ext","2016-11-11",NULL,"2017-07-22 14:09:39","2019-06-25 11:55:48"
218,52,5,"Ext","2016-11-11",NULL,"2017-07-23 14:09:39","2019-06-25 11:55:48"
219,53,8,"Ext","2015-12-15",NULL,"2017-07-24 14:09:39","2019-06-25 11:55:48"
220,53,8,"Ext","2015-12-15",NULL,"2017-07-25 14:09:39","2019-06-25 11:55:48"
221,53,10,"Ext","2015-12-15",NULL,"2017-07-26 14:09:39","2019-06-25 11:55:48"
222,53,10,"Ext","2015-12-15",NULL,"2017-07-27 14:09:39","2019-06-25 11:55:48"
223,53,10,"Ext","2015-12-15",NULL,"2017-07-28 14:09:39","2019-06-25 11:55:48"
224,53,10,"Ext","2015-12-15",NULL,"2017-07-29 14:09:39","2019-06-25 11:55:48"
225,54,5,"Ext","2014-02-06",NULL,"2017-07-30 14:09:39","2019-06-25 11:55:48"
226,54,5,"Ext","2014-02-06",NULL,"2017-07-31 14:09:39","2019-06-25 11:55:48"
227,54,5,"Ext","2014-02-06",NULL,"2017-08-01 14:09:39","2019-06-25 11:55:48"
228,54,5,"Ext","2014-02-06",NULL,"2017-08-02 14:09:39","2019-06-25 11:55:48"
229,55,5,"Ext","2016-08-01",NULL,"2017-08-03 14:09:39","2019-06-25 11:55:48"
230,55,5,"Office Int","2016-08-01",NULL,"2017-08-04 14:09:39","2019-06-25 11:55:48"
231,55,5,"Ext","2016-08-01",NULL,"2017-08-05 14:09:39","2019-06-25 11:55:48"
232,55,5,"Office","2016-08-01",NULL,"2017-08-06 14:09:39","2019-06-25 11:55:48"
233,55,5,"Office","2016-08-01",NULL,"2017-08-07 14:09:39","2019-06-25 11:55:48"
234,56,4,"Office Int","2017-11-30",NULL,"2017-08-08 14:09:39","2019-07-01 17:44:14"
235,56,9,"Office Int","2017-11-30",NULL,"2017-08-09 14:09:39","2019-07-01 17:44:12"
236,56,4,"Ext","2017-11-30",NULL,"2017-08-10 14:09:39","2019-07-01 17:44:18"
237,56,4,"Ext","2017-11-30",NULL,"2017-08-11 14:09:39","2019-07-01 17:44:14"
238,56,9,"Ext","2017-11-30",NULL,"2017-08-12 14:09:39","2019-07-01 17:44:19"
239,56,9,"Ext","2017-11-30",NULL,"2017-08-13 14:09:39","2019-07-01 17:44:19"
240,57,5,"Ext","2014-02-06",NULL,"2017-08-14 14:09:39","2019-06-25 11:55:48"
241,57,5,"Ext","2014-02-06",NULL,"2017-08-15 14:09:39","2019-06-25 11:55:48"
242,57,5,"Ext","2014-02-06",NULL,"2017-08-16 14:09:39","2019-06-25 11:55:48"
243,57,12,"Ext","2014-02-06",NULL,"2017-08-17 14:09:39","2019-06-25 11:55:48"
244,58,4,"Office Int","2016-11-02",NULL,"2017-08-18 14:09:39","2019-06-25 11:55:48"
245,58,4,"Ext","2016-11-02",NULL,"2017-08-19 14:09:39","2019-06-25 11:55:48"
246,58,4,"Ext","2016-11-02",NULL,"2017-08-20 14:09:39","2019-06-25 11:55:48"
247,58,4,"Ext","2016-11-02",NULL,"2017-08-21 14:09:39","2019-06-25 11:55:48"
248,58,4,"Ext","2016-11-02",NULL,"2017-08-22 14:09:39","2019-06-25 11:55:48"
249,59,8,"Ext","2016-07-01",NULL,"2017-08-23 14:09:39","2019-06-25 11:55:48"
250,60,4,"Ext","2018-11-06",NULL,"2017-08-24 14:09:39","2019-07-01 17:57:34"
251,60,4,"Ext","2018-11-06",NULL,"2017-08-25 14:09:39","2019-07-01 17:57:34"
252,60,9,"Ext","2018-11-06",NULL,"2017-08-26 14:09:39","2019-07-01 17:57:38"
253,60,4,"Ext","2018-11-06",NULL,"2017-08-27 14:09:39","2019-07-01 17:57:40"
254,61,6,"Ext","2011-10-01",NULL,"2017-08-28 14:09:39","2019-06-25 11:55:48"
255,61,6,"Ext","2011-10-01",NULL,"2017-08-29 14:09:39","2019-06-25 11:55:48"
256,61,6,"Ext","2011-10-01",NULL,"2017-08-30 14:09:39","2019-06-25 11:55:48"
257,61,8,"Office Int","2011-10-01",NULL,"2017-08-31 14:09:39","2019-06-25 11:55:48"
259,61,8,"Office","2011-10-01",NULL,"2017-09-02 14:09:39","2019-06-25 11:55:48"
260,61,8,"Office","2011-10-01",NULL,"2017-09-03 14:09:39","2019-06-25 11:55:48"
261,61,10,"Ext","2011-10-01",NULL,"2017-09-04 14:09:39","2019-06-25 11:55:48"
262,61,6,"Ext","2011-10-01","2019-11-17","2017-09-05 14:09:39","2019-11-05 11:43:17"
263,61,8,"Office","2011-10-01",NULL,"2017-09-06 14:09:39","2019-06-25 11:55:48"
264,61,10,"Ext","2011-10-01",NULL,"2017-09-07 14:09:39","2019-06-25 11:55:48"
265,62,5,"Ext","2016-11-28",NULL,"2017-09-08 14:09:39","2019-06-25 11:55:48"
266,62,5,"Ext","2016-11-28",NULL,"2017-09-09 14:09:39","2019-06-25 11:55:48"
267,62,5,"Ext","2016-11-28",NULL,"2017-09-10 14:09:39","2019-06-25 11:55:48"
268,62,5,"Ext","2016-11-28",NULL,"2017-09-11 14:09:39","2019-06-25 11:55:48"
269,63,5,"Office","2015-12-25",NULL,"2017-09-12 14:09:39","2019-06-25 11:55:48"
270,63,5,"Office Int","2015-12-25",NULL,"2017-09-13 14:09:39","2019-06-25 11:55:48"
271,63,5,"Ext","2015-12-25",NULL,"2017-09-14 14:09:39","2019-06-25 11:55:48"
272,63,5,"Ext","2015-12-25",NULL,"2017-09-15 14:09:39","2019-06-25 11:55:48"
273,63,5,"Office","2015-12-25",NULL,"2017-09-16 14:09:39","2019-06-25 11:55:48"
274,64,8,"Ext","2015-07-30",NULL,"2017-09-17 14:09:39","2019-06-25 11:55:48"
275,64,8,"Ext","2015-07-30",NULL,"2017-09-18 14:09:39","2019-06-25 11:55:48"
276,66,5,"Ext","2011-02-01",NULL,"2017-09-19 14:09:39","2019-06-25 11:55:48"
277,66,5,"Office","2011-02-01",NULL,"2017-09-20 14:09:39","2019-06-25 11:55:48"
278,66,5,"Office Int","2011-02-01",NULL,"2017-09-21 14:09:39","2019-06-25 11:55:48"
279,66,5,"Ext","2011-02-01",NULL,"2017-09-22 14:09:39","2019-06-25 11:55:48"
280,66,5,"Office","2011-02-01",NULL,"2017-09-23 14:09:39","2019-06-25 11:55:48"
281,66,5,"Ext","2011-02-01",NULL,"2017-09-24 14:09:39","2019-06-25 11:55:48"
282,66,5,"Office","2011-02-01",NULL,"2017-09-25 14:09:39","2019-06-25 11:55:48"
283,66,5,"Ext","2011-02-01",NULL,"2017-09-26 14:09:39","2019-06-25 11:55:48"
284,66,5,"Office","2011-02-01",NULL,"2017-09-27 14:09:39","2019-06-25 11:55:48"
285,67,1,"Ext","2014-04-25",NULL,"2017-09-28 14:09:39","2019-06-25 11:55:48"
